State,Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %
Colorado,2014,G,BOULDER,2181007825,561,155,716,443,61.87%
Colorado,2014,G,BOULDER,2181007826,765,292,"1,057",593,56.10%
Colorado,2014,G,BOULDER,2181007827,778,482,"1,260",589,46.75%
Colorado,2014,G,BOULDER,2181007828,614,434,"1,048",406,38.74%
Colorado,2014,G,BOULDER,2181007829,674,574,"1,248",444,35.58%
Colorado,2014,G,BOULDER,2181007830,635,697,"1,332",373,28.00%
Colorado,2014,G,BOULDER,2181007831,783,747,"1,530",497,32.48%
Colorado,2014,G,BOULDER,2181007832,312,200,512,210,41.02%
Colorado,2014,G,BOULDER,2181007833,686,916,"1,602",376,23.47%
Colorado,2014,G,BOULDER,2181007834,842,"1,796","2,638",370,14.03%
Colorado,2014,G,BOULDER,2181007835,480,581,"1,061",251,23.66%
Colorado,2014,G,BOULDER,2181007836,536,325,861,350,40.65%
Colorado,2014,G,BOULDER,2181007837,731,780,"1,511",400,26.47%
Colorado,2014,G,BOULDER,2181007838,407,376,783,233,29.76%
Colorado,2014,G,BOULDER,2181007839,585,125,710,477,67.18%
Colorado,2014,G,BOULDER,2181007840,552,207,759,426,56.13%
Colorado,2014,G,BOULDER,2181007841,694,160,854,573,67.10%
Colorado,2014,G,BOULDER,2181007842,"1,064",253,"1,317",871,66.14%
Colorado,2014,G,BOULDER,2181007843,"1,209",212,"1,421",994,69.95%
Colorado,2014,G,BOULDER,2181007844,699,223,922,515,55.86%
Colorado,2014,G,BOULDER,2181007845,831,401,"1,232",575,46.67%
Colorado,2014,G,BOULDER,2181007846,909,679,"1,588",568,35.77%
Colorado,2014,G,BOULDER,2181007847,615,569,"1,184",285,24.07%
Colorado,2014,G,BOULDER,2181007848,658,312,970,427,44.02%
Colorado,2014,G,BOULDER,2181007849,857,"1,371","2,228",338,15.17%
Colorado,2014,G,BOULDER,2181007850,651,86,737,540,73.27%
Colorado,2014,G,BOULDER,2181007851,902,293,"1,195",696,58.24%
Colorado,2014,G,BOULDER,2181007852,"1,036",385,"1,421",785,55.24%
Colorado,2014,G,BOULDER,2181007853,814,395,"1,209",586,48.47%
Colorado,2014,G,BOULDER,2181107505,760,154,914,586,64.11%
Colorado,2014,G,BOULDER,2181107506,567,61,628,452,71.97%
Colorado,2014,G,BOULDER,2181107507,"1,096",132,"1,228",871,70.93%
Colorado,2014,G,BOULDER,2181107508,729,108,837,592,70.73%
Colorado,2014,G,BOULDER,2181107700,924,113,"1,037",746,71.94%
Colorado,2014,G,BOULDER,2181107701,518,43,561,420,74.87%
Colorado,2014,G,BOULDER,2181107702,308,35,343,238,69.39%
Colorado,2014,G,BOULDER,2181107703,435,50,485,359,74.02%
Colorado,2014,G,BOULDER,2181107704,336,52,388,261,67.27%
Colorado,2014,G,BOULDER,2181107705,600,82,682,490,71.85%
Colorado,2014,G,BOULDER,2181107912,"1,070",160,"1,230",841,68.37%
Colorado,2014,G,BOULDER,2181107913,662,106,768,544,70.83%
Colorado,2014,G,BOULDER,2181107916,443,91,534,338,63.30%
Colorado,2014,G,BOULDER,2181107917,"1,216",221,"1,437",944,65.69%
Colorado,2014,G,BOULDER,2181107918,"1,068",211,"1,279",842,65.83%
Colorado,2014,G,BOULDER,2181207401,649,73,722,504,69.81%
Colorado,2014,G,BOULDER,2181207402,608,65,673,514,76.37%
Colorado,2014,G,BOULDER,2181207403,925,131,"1,056",745,70.55%
Colorado,2014,G,BOULDER,2181207404,880,120,"1,000",729,72.90%
Colorado,2014,G,BOULDER,2181207405,472,54,526,391,74.33%
Colorado,2014,G,BOULDER,2181207406,661,88,749,532,71.03%
Colorado,2014,G,BOULDER,2181307854,874,391,"1,265",587,46.40%
Colorado,2014,G,BOULDER,2181307855,754,371,"1,125",543,48.27%
Colorado,2014,G,BOULDER,2181307856,562,139,701,427,60.91%
Colorado,2014,G,BOULDER,2181307857,811,155,966,645,66.77%
Colorado,2014,G,BOULDER,2181307858,890,197,"1,087",740,68.08%
Colorado,2014,G,BOULDER,2181307859,832,106,938,695,74.09%
Colorado,2014,G,BOULDER,2181307860,640,101,741,520,70.18%
Colorado,2014,G,BOULDER,2181307861,609,117,726,490,67.49%
Colorado,2014,G,BOULDER,2181307862,645,126,771,537,69.65%
Colorado,2014,G,BOULDER,2181307863,738,132,870,598,68.74%
Colorado,2014,G,BOULDER,2181307864,621,143,764,513,67.15%
Colorado,2014,G,BOULDER,2181307865,612,282,894,423,47.32%
Colorado,2014,G,BOULDER,2181307866,804,289,"1,093",599,54.80%
Colorado,2014,G,BOULDER,2181307867,694,337,"1,031",509,49.37%
Colorado,2014,G,BOULDER,2181307868,858,122,980,728,74.29%
Colorado,2014,G,BOULDER,2181307869,562,180,742,450,60.65%
Colorado,2014,G,BOULDER,2181307870,662,259,921,423,45.93%
Colorado,2014,G,BOULDER,2181307871,758,477,"1,235",550,44.53%
Colorado,2014,G,BOULDER,2181307872,683,870,"1,553",336,21.64%
Colorado,2014,G,BOULDER,2181307873,427,98,525,356,67.81%
Colorado,2014,G,BOULDER,2181307874,965,346,"1,311",728,55.53%
Colorado,2014,G,BOULDER,2181307875,552,773,"1,325",245,18.49%
Colorado,2014,G,BOULDER,2181307876,589,"1,044","1,633",236,14.45%
Colorado,2014,G,BOULDER,2181307877,686,364,"1,050",472,44.95%
Colorado,2014,G,BOULDER,2181307878,654,564,"1,218",436,35.80%
Colorado,2014,G,BOULDER,2181307879,650,636,"1,286",419,32.58%
Colorado,2014,G,BOULDER,2181307880,848,"1,247","2,095",380,18.14%
Colorado,2014,G,BOULDER,2181307881,611,347,958,441,46.03%
Colorado,2014,G,BOULDER,2181307882,627,196,823,496,60.27%
Colorado,2014,G,BOULDER,2181307883,755,289,"1,044",588,56.32%
Colorado,2014,G,BOULDER,2181307884,868,570,"1,438",557,38.73%
Colorado,2014,G,BOULDER,2181307885,586,168,754,469,62.20%
Colorado,2014,G,BOULDER,2181307886,763,141,904,622,68.81%
Colorado,2014,G,BOULDER,2181307887,947,175,"1,122",766,68.27%
Colorado,2014,G,BOULDER,2181307888,817,111,928,717,77.26%
Colorado,2014,G,BOULDER,2181307903,"1,713",543,"2,256","1,245",55.19%
Colorado,2014,G,BOULDER,2181307904,480,84,564,363,64.36%
Colorado,2014,G,BOULDER,2181307905,268,37,305,210,68.85%
Colorado,2014,G,BOULDER,2181307906,564,72,636,455,71.54%
Colorado,2014,G,BOULDER,2181307908,899,158,"1,057",689,65.18%
Colorado,2014,G,BOULDER,2181307909,516,138,654,390,59.63%
Colorado,2014,G,BOULDER,2181307910,749,132,881,589,66.86%
Colorado,2014,G,BOULDER,2181307911,881,165,"1,046",725,69.31%
Colorado,2014,G,BOULDER,2181307914,533,139,672,411,61.16%
Colorado,2014,G,BOULDER,2181307915,339,82,421,245,58.19%
Colorado,2014,G,BOULDER,4171107616,"1,004",139,"1,143",794,69.47%
Colorado,2014,G,BOULDER,4171107617,"1,572",376,"1,948","1,175",60.32%
Colorado,2014,G,BOULDER,4171107618,"1,165",158,"1,323",900,68.03%
Colorado,2014,G,BOULDER,4171107619,"1,213",527,"1,740",759,43.62%
Colorado,2014,G,BOULDER,4171107620,"1,350",393,"1,743",986,56.57%
Colorado,2014,G,BOULDER,4171107621,970,227,"1,197",739,61.74%
Colorado,2014,G,BOULDER,4171107622,652,180,832,460,55.29%
Colorado,2014,G,BOULDER,4171107623,"1,032",393,"1,425",728,51.09%
Colorado,2014,G,BOULDER,4171107624,731,211,942,580,61.57%
Colorado,2014,G,BOULDER,4171107625,759,167,926,626,67.60%
Colorado,2014,G,BOULDER,4171107626,969,212,"1,181",771,65.28%
Colorado,2014,G,BOULDER,4171107627,707,287,994,467,46.98%
Colorado,2014,G,BOULDER,4171107628,782,126,908,593,65.31%
Colorado,2014,G,BOULDER,4171107629,532,150,682,372,54.55%
Colorado,2014,G,BOULDER,4171107630,801,257,"1,058",542,51.23%
Colorado,2014,G,BOULDER,4171107631,562,149,711,358,50.35%
Colorado,2014,G,BOULDER,4171107632,"1,109",220,"1,329",819,61.63%
Colorado,2014,G,BOULDER,4171107633,780,271,"1,051",433,41.20%
Colorado,2014,G,BOULDER,4171107634,706,234,940,500,53.19%
Colorado,2014,G,BOULDER,4171107635,788,150,938,609,64.93%
Colorado,2014,G,BOULDER,4171107636,"1,065",184,"1,249",845,67.65%
Colorado,2014,G,BOULDER,4171107637,"1,138",306,"1,444",805,55.75%
Colorado,2014,G,BOULDER,4171107638,925,91,"1,016",799,78.64%
Colorado,2014,G,BOULDER,4171107639,847,108,955,695,72.77%
Colorado,2014,G,BOULDER,4171107640,818,141,959,621,64.75%
Colorado,2014,G,BOULDER,4171107641,741,197,938,546,58.21%
Colorado,2014,G,BOULDER,4171107642,"1,093",248,"1,341",764,56.97%
Colorado,2014,G,BOULDER,4171107643,706,178,884,460,52.04%
Colorado,2014,G,BOULDER,4171107644,737,306,"1,043",439,42.09%
Colorado,2014,G,BOULDER,4171107645,803,152,955,593,62.09%
Colorado,2014,G,BOULDER,4171107646,858,163,"1,021",661,64.74%
Colorado,2014,G,BOULDER,4171107647,"1,004",160,"1,164",776,66.67%
Colorado,2014,G,BOULDER,4171107648,862,283,"1,145",593,51.79%
Colorado,2014,G,BOULDER,4171107649,674,231,905,427,47.18%
Colorado,2014,G,BOULDER,4171107650,734,193,927,484,52.21%
Colorado,2014,G,BOULDER,4171107651,932,160,"1,092",655,59.98%
Colorado,2014,G,BOULDER,4171107652,857,373,"1,230",579,47.07%
Colorado,2014,G,BOULDER,4171107653,693,70,763,567,74.31%
Colorado,2014,G,BOULDER,4171107654,"1,185",451,"1,636",892,54.52%
Colorado,2014,G,BOULDER,4171207600,"1,379",306,"1,685","1,079",64.04%
Colorado,2014,G,BOULDER,4171207601,"1,271",202,"1,473",952,64.63%
Colorado,2014,G,BOULDER,4171207602,719,155,874,551,63.04%
Colorado,2014,G,BOULDER,4171207603,"1,200",191,"1,391",923,66.36%
Colorado,2014,G,BOULDER,4171207604,918,128,"1,046",715,68.36%
Colorado,2014,G,BOULDER,4171207605,950,226,"1,176",651,55.36%
Colorado,2014,G,BOULDER,4171207606,713,213,926,503,54.32%
Colorado,2014,G,BOULDER,4171207607,902,190,"1,092",664,60.81%
Colorado,2014,G,BOULDER,4171207608,827,313,"1,140",491,43.07%
Colorado,2014,G,BOULDER,4171207609,471,187,658,264,40.12%
Colorado,2014,G,BOULDER,4171207610,"1,189",440,"1,629",776,47.64%
Colorado,2014,G,BOULDER,4171207611,874,284,"1,158",641,55.35%
Colorado,2014,G,BOULDER,4171207612,833,152,985,629,63.86%
Colorado,2014,G,BOULDER,4171207613,762,167,929,567,61.03%
Colorado,2014,G,BOULDER,4171207614,"1,224",234,"1,458",969,66.46%
Colorado,2014,G,BOULDER,4171207615,745,140,885,589,66.55%
Colorado,2014,G,BOULDER,4181107706,181,17,198,147,74.24%
Colorado,2014,G,BOULDER,4181107707,573,62,635,487,76.69%
Colorado,2014,G,BOULDER,4181107708,654,81,735,522,71.02%
Colorado,2014,G,BROOMFIELD,2233364001,283,186,469,168,35.82%
Colorado,2014,G,BROOMFIELD,2233364002,"1,075",497,"1,572",680,43.26%
Colorado,2014,G,BROOMFIELD,2233364003,"1,017",309,"1,326",661,49.85%
Colorado,2014,G,BROOMFIELD,2233364004,"1,146",284,"1,430",835,58.39%
Colorado,2014,G,BROOMFIELD,2233364005,492,114,606,342,56.44%
Colorado,2014,G,BROOMFIELD,2233364006,698,222,920,438,47.61%
Colorado,2014,G,BROOMFIELD,2233364007,694,234,928,448,48.28%
Colorado,2014,G,BROOMFIELD,2233364008,608,156,764,434,56.81%
Colorado,2014,G,BROOMFIELD,2233364009,755,127,882,571,64.74%
Colorado,2014,G,BROOMFIELD,2233364010,"1,067",104,"1,171",861,73.53%
Colorado,2014,G,BROOMFIELD,2233364011,"1,040",106,"1,146",794,69.28%
Colorado,2014,G,BROOMFIELD,2233364012,"1,142",68,"1,210",964,79.67%
Colorado,2014,G,BROOMFIELD,2233364013,889,208,"1,097",647,58.98%
Colorado,2014,G,BROOMFIELD,2233364014,"1,000",115,"1,115",756,67.80%
Colorado,2014,G,BROOMFIELD,2233364015,"1,083",119,"1,202",847,70.47%
Colorado,2014,G,BROOMFIELD,2233364016,"1,053",104,"1,157",870,75.19%
Colorado,2014,G,BROOMFIELD,2233364017,"1,127",91,"1,218",919,75.45%
Colorado,2014,G,BROOMFIELD,2233364018,702,247,949,465,49.00%
Colorado,2014,G,BROOMFIELD,2233364019,"1,180",292,"1,472",843,57.27%
Colorado,2014,G,BROOMFIELD,2233364020,"1,093",160,"1,253",836,66.72%
Colorado,2014,G,BROOMFIELD,2233364021,"1,635",282,"1,917","1,187",61.92%
Colorado,2014,G,BROOMFIELD,2233364022,673,116,789,488,61.85%
Colorado,2014,G,BROOMFIELD,2233364023,746,76,822,592,72.02%
Colorado,2014,G,BROOMFIELD,2233364024,"1,538",168,"1,706","1,203",70.52%
Colorado,2014,G,BROOMFIELD,2233364025,"2,220",334,"2,554","1,696",66.41%
Colorado,2014,G,BROOMFIELD,2233364026,990,109,"1,099",845,76.89%
Colorado,2014,G,BROOMFIELD,2233364027,"1,364",200,"1,564","1,030",65.86%
Colorado,2014,G,BROOMFIELD,2233364028,900,288,"1,188",522,43.94%
Colorado,2014,G,BROOMFIELD,2233364029,"1,049",161,"1,210",765,63.22%
Colorado,2014,G,BROOMFIELD,2233364030,"1,003",165,"1,168",686,58.73%
Colorado,2014,G,BROOMFIELD,2233364031,877,156,"1,033",628,60.79%
Colorado,2014,G,BROOMFIELD,2233364032,"1,579",265,"1,844","1,250",67.79%
Colorado,2014,G,BROOMFIELD,2233364033,"1,362",212,"1,574","1,072",68.11%
Colorado,2014,G,BROOMFIELD,2233364034,475,36,511,384,75.15%
Colorado,2014,G,BROOMFIELD,2233364035,"2,663",243,"2,906","2,325",80.01%
Colorado,2014,G,BROOMFIELD,2233364036,17,2,19,0,0.00%
Colorado,2014,G,BROOMFIELD,2233364037,5,0,5,0,0.00%
Colorado,2014,G,BROOMFIELD,2233364038,14,4,18,0,0.00%
Colorado,2014,G,CHAFFEE,5056008001,573,97,670,443,66.12%
Colorado,2014,G,CHAFFEE,5056008002,598,148,746,454,60.86%
Colorado,2014,G,CHAFFEE,5056008003,924,187,"1,111",629,56.62%
Colorado,2014,G,CHAFFEE,5056008004,925,136,"1,061",737,69.46%
Colorado,2014,G,CHAFFEE,5056008005,921,93,"1,014",716,70.61%
Colorado,2014,G,CHAFFEE,5056008006,911,87,998,737,73.85%
Colorado,2014,G,CHAFFEE,5056008007,"1,243",187,"1,430",925,64.69%
Colorado,2014,G,CHAFFEE,5056008008,675,91,766,517,67.49%
Colorado,2014,G,CHAFFEE,5056008009,812,87,899,636,70.75%
Colorado,2014,G,CHAFFEE,5056008010,870,119,989,667,67.44%
Colorado,2014,G,CHAFFEE,5056008011,738,102,840,594,70.71%
Colorado,2014,G,CHAFFEE,5056008012,618,128,746,495,66.35%
Colorado,2014,G,CHAFFEE,5056008013,883,105,988,720,72.87%
Colorado,2014,G,CHAFFEE,5056008014,612,85,697,465,66.71%
Colorado,2014,G,CHAFFEE,5056008015,449,87,536,350,65.30%
Colorado,2014,G,CHEYENNE,4016509001,156,11,167,125,74.85%
Colorado,2014,G,CHEYENNE,4016509002,363,47,410,293,71.46%
Colorado,2014,G,CHEYENNE,4016509003,431,33,464,359,77.37%
Colorado,2014,G,CHEYENNE,4016509004,286,25,311,231,74.28%
Colorado,2014,G,CHEYENNE,4016509005,70,2,72,62,86.11%
Colorado,2014,G,CLEAR CREEK,2021310001,867,172,"1,039",631,60.73%
Colorado,2014,G,CLEAR CREEK,2021310002,355,80,435,234,53.79%
Colorado,2014,G,CLEAR CREEK,2021310003,416,53,469,313,66.74%
Colorado,2014,G,CLEAR CREEK,2021310004,824,160,984,551,56.00%
Colorado,2014,G,CLEAR CREEK,2021310005,751,140,891,520,58.36%
Colorado,2014,G,CLEAR CREEK,2021310006,491,105,596,331,55.54%
Colorado,2014,G,CLEAR CREEK,2021310007,"1,177",142,"1,319",825,62.55%
Colorado,2014,G,CLEAR CREEK,2021310008,717,106,823,548,66.59%
Colorado,2014,G,CLEAR CREEK,2021310009,"1,028",123,"1,151",781,67.85%
Colorado,2014,G,CONEJOS,3356211001,461,74,535,339,63.36%
Colorado,2014,G,CONEJOS,3356211002,511,84,595,380,63.87%
Colorado,2014,G,CONEJOS,3356211003,378,78,456,310,67.98%
Colorado,2014,G,CONEJOS,3356211004,489,74,563,357,63.41%
Colorado,2014,G,CONEJOS,3356211005,486,96,582,320,54.98%
Colorado,2014,G,CONEJOS,3356211006,644,85,729,491,67.35%
Colorado,2014,G,CONEJOS,3356211007,343,56,399,253,63.41%
Colorado,2014,G,CONEJOS,3356211008,735,78,813,557,68.51%
Colorado,2014,G,CONEJOS,3356211009,423,66,489,323,66.05%
Colorado,2014,G,CONEJOS,3356211010,395,50,445,256,57.53%
Colorado,2014,G,COSTILLA,3356212001,210,27,237,138,58.23%
Colorado,2014,G,COSTILLA,3356212002,258,28,286,183,63.99%
Colorado,2014,G,COSTILLA,3356212003,174,9,183,120,65.57%
Colorado,2014,G,COSTILLA,3356212004,338,38,376,221,58.78%
Colorado,2014,G,COSTILLA,3356212005,160,50,210,83,39.52%
Colorado,2014,G,COSTILLA,3356212006,113,20,133,74,55.64%
Colorado,2014,G,COSTILLA,3356212007,669,119,788,451,57.23%
Colorado,2014,G,COSTILLA,3356212008,432,112,544,245,45.04%
Colorado,2014,G,CROWLEY,4356413001,383,53,436,276,63.30%
Colorado,2014,G,CROWLEY,4356413002,312,40,352,236,67.05%
Colorado,2014,G,CROWLEY,4356413003,253,51,304,193,63.49%
Colorado,2014,G,CROWLEY,4356413004,257,48,305,219,71.80%
Colorado,2014,G,CROWLEY,4356413005,304,34,338,226,66.86%
Colorado,2014,G,CROWLEY,4356413006,284,33,317,210,66.25%
Colorado,2014,G,CUSTER,3356014001,"1,569",198,"1,767","1,258",71.19%
Colorado,2014,G,CUSTER,3356014002,350,43,393,278,70.74%
Colorado,2014,G,CUSTER,3356014003,"1,211",129,"1,340","1,016",75.82%
Colorado,2014,G,DELTA,3055415001,"1,008",139,"1,147",838,73.06%
Colorado,2014,G,DELTA,3055415002,647,139,786,454,57.76%
Colorado,2014,G,DELTA,3055415003,627,180,807,378,46.84%
Colorado,2014,G,DELTA,3055415004,893,272,"1,165",604,51.85%
Colorado,2014,G,DELTA,3055415005,692,139,831,502,60.41%
Colorado,2014,G,DELTA,3055415006,861,201,"1,062",632,59.51%
Colorado,2014,G,DELTA,3055415007,890,160,"1,050",654,62.29%
Colorado,2014,G,DELTA,3056115008,958,185,"1,143",698,61.07%
Colorado,2014,G,DELTA,3056115009,"1,051",180,"1,231",851,69.13%
Colorado,2014,G,DELTA,3056115010,963,187,"1,150",747,64.96%
Colorado,2014,G,DELTA,3056115011,930,165,"1,095",753,68.77%
Colorado,2014,G,DELTA,3056115012,666,164,830,507,61.08%
Colorado,2014,G,DELTA,3056115013,851,135,986,698,70.79%
Colorado,2014,G,DELTA,3056115014,"1,013",122,"1,135",825,72.69%
Colorado,2014,G,DELTA,3056115015,"1,183",133,"1,316",967,73.48%
Colorado,2014,G,DELTA,3056115016,927,176,"1,103",721,65.37%
Colorado,2014,G,DELTA,3056115017,890,169,"1,059",648,61.19%
Colorado,2014,G,DELTA,3056115018,"1,046",154,"1,200",839,69.92%
Colorado,2014,G,DELTA,3056115019,795,153,948,658,69.41%
Colorado,2014,G,DELTA,3056115020,902,134,"1,036",702,67.76%
Colorado,2014,G,DENVER,1160116112,"1,020",233,"1,253",711,56.74%
Colorado,2014,G,DENVER,1160116113,"1,012",101,"1,113",725,65.14%
Colorado,2014,G,DENVER,1160116114,"1,117",224,"1,341",747,55.70%
Colorado,2014,G,DENVER,1160116120,"1,403",679,"2,082",767,36.84%
Colorado,2014,G,DENVER,1160116122,"1,158",204,"1,362",790,58.00%
Colorado,2014,G,DENVER,1160116123,"1,177",231,"1,408",868,61.65%
Colorado,2014,G,DENVER,1160116124,"1,051",204,"1,255",736,58.65%
Colorado,2014,G,DENVER,1160116125,"1,108",378,"1,486",694,46.70%
Colorado,2014,G,DENVER,1160116126,"1,193",501,"1,694",733,43.27%
Colorado,2014,G,DENVER,1160116127,"1,232",393,"1,625",882,54.28%
Colorado,2014,G,DENVER,1160116128,896,168,"1,064",657,61.75%
Colorado,2014,G,DENVER,1160116129,813,80,893,638,71.44%
Colorado,2014,G,DENVER,1160116130,"1,106",223,"1,329",709,53.35%
Colorado,2014,G,DENVER,1160116131,"1,050",175,"1,225",742,60.57%
Colorado,2014,G,DENVER,1160116132,"1,186",485,"1,671",881,52.72%
Colorado,2014,G,DENVER,1310216204,"1,281",994,"2,275",705,30.99%
Colorado,2014,G,DENVER,1310216205,"1,152",770,"1,922",663,34.50%
Colorado,2014,G,DENVER,1310216206,"1,353","1,074","2,427",818,33.70%
Colorado,2014,G,DENVER,1310216207,"1,187",643,"1,830",749,40.93%
Colorado,2014,G,DENVER,1310216208,"1,184",743,"1,927",733,38.04%
Colorado,2014,G,DENVER,1310216209,"1,001",478,"1,479",658,44.49%
Colorado,2014,G,DENVER,1310216210,"1,186",511,"1,697",817,48.14%
Colorado,2014,G,DENVER,1310216211,977,533,"1,510",652,43.18%
Colorado,2014,G,DENVER,1310516530,117,96,213,57,26.76%
Colorado,2014,G,DENVER,1310616605,804,177,981,626,63.81%
Colorado,2014,G,DENVER,1310616606,924,241,"1,165",727,62.40%
Colorado,2014,G,DENVER,1310616607,704,130,834,580,69.54%
Colorado,2014,G,DENVER,1310616609,277,53,330,226,68.48%
Colorado,2014,G,DENVER,1310616610,376,72,448,314,70.09%
Colorado,2014,G,DENVER,1310616611,683,283,966,497,51.45%
Colorado,2014,G,DENVER,1310616612,"1,030",287,"1,317",752,57.10%
Colorado,2014,G,DENVER,1310616613,965,333,"1,298",699,53.85%
Colorado,2014,G,DENVER,1310616614,682,143,825,527,63.88%
Colorado,2014,G,DENVER,1310616615,874,140,"1,014",717,70.71%
Colorado,2014,G,DENVER,1310616617,910,269,"1,179",692,58.69%
Colorado,2014,G,DENVER,1310616618,875,259,"1,134",671,59.17%
Colorado,2014,G,DENVER,1310616619,844,250,"1,094",684,62.52%
Colorado,2014,G,DENVER,1310616622,"1,129",133,"1,262",905,71.71%
Colorado,2014,G,DENVER,1310616623,"1,234",165,"1,399","1,021",72.98%
Colorado,2014,G,DENVER,1310616624,"1,241",197,"1,438","1,015",70.58%
Colorado,2014,G,DENVER,1310616625,781,152,933,590,63.24%
Colorado,2014,G,DENVER,1310616626,800,294,"1,094",570,52.10%
Colorado,2014,G,DENVER,1310616627,"1,133",165,"1,298",910,70.11%
Colorado,2014,G,DENVER,1310616628,"1,277",330,"1,607",925,57.56%
Colorado,2014,G,DENVER,1310616629,754,133,887,602,67.87%
Colorado,2014,G,DENVER,1310616630,742,104,846,599,70.80%
Colorado,2014,G,DENVER,1310616631,"1,597",857,"2,454",969,39.49%
Colorado,2014,G,DENVER,1310616641,"1,301",338,"1,639",950,57.96%
Colorado,2014,G,DENVER,1310616642,"1,051",117,"1,168",800,68.49%
Colorado,2014,G,DENVER,1310616643,780,268,"1,048",530,50.57%
Colorado,2014,G,DENVER,1310616644,"1,054",184,"1,238",883,71.32%
Colorado,2014,G,DENVER,1310616645,981,148,"1,129",823,72.90%
Colorado,2014,G,DENVER,1310616646,"1,351",736,"2,087",739,35.41%
Colorado,2014,G,DENVER,1310616647,"1,123",217,"1,340",743,55.45%
Colorado,2014,G,DENVER,1310616648,"1,138",247,"1,385",774,55.88%
Colorado,2014,G,DENVER,1310616649,"1,530","1,015","2,545",792,31.12%
Colorado,2014,G,DENVER,1310616650,"1,028",362,"1,390",723,52.01%
Colorado,2014,G,DENVER,1310616651,"1,082","1,087","2,169",543,25.03%
Colorado,2014,G,DENVER,1310616652,"1,025",185,"1,210",872,72.07%
Colorado,2014,G,DENVER,1310816841,"1,091",629,"1,720",675,39.24%
Colorado,2014,G,DENVER,1310816842,870,379,"1,249",638,51.08%
Colorado,2014,G,DENVER,1310816843,974,518,"1,492",646,43.30%
Colorado,2014,G,DENVER,1310816844,"1,255",629,"1,884",774,41.08%
Colorado,2014,G,DENVER,1310816845,"1,049",481,"1,530",711,46.47%
Colorado,2014,G,DENVER,1310816846,"1,002",455,"1,457",688,47.22%
Colorado,2014,G,DENVER,1310816848,"1,120",503,"1,623",784,48.31%
Colorado,2014,G,DENVER,1310816849,"1,137",519,"1,656",833,50.30%
Colorado,2014,G,DENVER,1310816850,874,265,"1,139",722,63.39%
Colorado,2014,G,DENVER,1310816851,"1,166",474,"1,640",846,51.59%
Colorado,2014,G,DENVER,1310816852,897,241,"1,138",710,62.39%
Colorado,2014,G,DENVER,1310816853,925,116,"1,041",774,74.35%
Colorado,2014,G,DENVER,1310816854,984,321,"1,305",755,57.85%
Colorado,2014,G,DENVER,1310816855,"1,455",786,"2,241",913,40.74%
Colorado,2014,G,DENVER,1310916901,"1,225",897,"2,122",682,32.14%
Colorado,2014,G,DENVER,1310916903,"1,185",235,"1,420",903,63.59%
Colorado,2014,G,DENVER,1310916904,"1,142",173,"1,315",892,67.83%
Colorado,2014,G,DENVER,1310916905,286,37,323,219,67.80%
Colorado,2014,G,DENVER,1310916906,"1,008",218,"1,226",806,65.74%
Colorado,2014,G,DENVER,1310916908,"1,263",267,"1,530",870,56.86%
Colorado,2014,G,DENVER,1310916909,"1,215",191,"1,406",968,68.85%
Colorado,2014,G,DENVER,1310916910,"1,347",506,"1,853",961,51.86%
Colorado,2014,G,DENVER,1310916911,"1,597",811,"2,408",925,38.41%
Colorado,2014,G,DENVER,1310916912,"1,255",375,"1,630",857,52.58%
Colorado,2014,G,DENVER,1310916916,"1,556",217,"1,773","1,158",65.31%
Colorado,2014,G,DENVER,1310916917,"1,367",218,"1,585","1,048",66.12%
Colorado,2014,G,DENVER,1310916918,"1,262",181,"1,443","1,030",71.38%
Colorado,2014,G,DENVER,1310916919,"1,262",185,"1,447","1,037",71.67%
Colorado,2014,G,DENVER,1310916920,"1,206",237,"1,443",912,63.20%
Colorado,2014,G,DENVER,1310916921,"1,583",984,"2,567",871,33.93%
Colorado,2014,G,DENVER,1310916922,"1,571",808,"2,379","1,016",42.71%
Colorado,2014,G,DENVER,1310916923,"1,364",686,"2,050",868,42.34%
Colorado,2014,G,DENVER,1310916924,"1,074","1,139","2,213",405,18.30%
Colorado,2014,G,DENVER,1310916927,937,159,"1,096",734,66.97%
Colorado,2014,G,DENVER,1310916928,832,87,919,671,73.01%
Colorado,2014,G,DENVER,1310916929,903,304,"1,207",662,54.85%
Colorado,2014,G,DENVER,1310916930,897,218,"1,115",580,52.02%
Colorado,2014,G,DENVER,1310916931,782,85,867,634,73.13%
Colorado,2014,G,DENVER,1310916932,"1,080",262,"1,342",721,53.73%
Colorado,2014,G,DENVER,1310916933,757,83,840,595,70.83%
Colorado,2014,G,DENVER,1310916934,849,260,"1,109",568,51.22%
Colorado,2014,G,DENVER,1310916935,"1,465",789,"2,254",853,37.84%
Colorado,2014,G,DENVER,1310916936,981,609,"1,590",566,35.60%
Colorado,2014,G,DENVER,1310916937,751,122,873,609,69.76%
Colorado,2014,G,DENVER,1310916938,846,402,"1,248",565,45.27%
Colorado,2014,G,DENVER,1320116103,"1,235",239,"1,474",725,49.19%
Colorado,2014,G,DENVER,1320116104,"1,056",317,"1,373",497,36.20%
Colorado,2014,G,DENVER,1320116105,"1,377",201,"1,578",814,51.58%
Colorado,2014,G,DENVER,1320116106,"1,376",288,"1,664",738,44.35%
