State,Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %
Colorado,2018,G,BOULDER,2181307864,647,53,700,575,82.14%
Colorado,2018,G,BOULDER,2181307865,647,161,808,528,65.35%
Colorado,2018,G,BOULDER,2181307866,894,126,"1,020",751,73.63%
Colorado,2018,G,BOULDER,2181307867,830,151,981,687,70.03%
Colorado,2018,G,BOULDER,2181307868,884,41,925,799,86.38%
Colorado,2018,G,BOULDER,2181307869,577,99,676,517,76.48%
Colorado,2018,G,BOULDER,2181307870,726,121,847,527,62.22%
Colorado,2018,G,BOULDER,2181307871,791,167,958,650,67.85%
Colorado,2018,G,BOULDER,2181307872,721,455,"1,176",507,43.11%
Colorado,2018,G,BOULDER,2181307873,462,40,502,401,79.88%
Colorado,2018,G,BOULDER,2181307874,"1,034",147,"1,181",850,71.97%
Colorado,2018,G,BOULDER,2181307875,558,284,842,355,42.16%
Colorado,2018,G,BOULDER,2181307876,669,562,"1,231",418,33.96%
Colorado,2018,G,BOULDER,2181307877,675,177,852,588,69.01%
Colorado,2018,G,BOULDER,2181307878,676,280,956,548,57.32%
Colorado,2018,G,BOULDER,2181307879,697,334,"1,031",549,53.25%
Colorado,2018,G,BOULDER,2181307880,839,703,"1,542",577,37.42%
Colorado,2018,G,BOULDER,2181307881,665,173,838,538,64.20%
Colorado,2018,G,BOULDER,2181307882,656,77,733,561,76.53%
Colorado,2018,G,BOULDER,2181307883,811,135,946,713,75.37%
Colorado,2018,G,BOULDER,2181307884,897,318,"1,215",725,59.67%
Colorado,2018,G,BOULDER,2181307885,617,75,692,549,79.34%
Colorado,2018,G,BOULDER,2181307886,802,86,888,719,80.97%
Colorado,2018,G,BOULDER,2181307887,979,84,"1,063",839,78.93%
Colorado,2018,G,BOULDER,2181307888,827,51,878,755,85.99%
Colorado,2018,G,BOULDER,2181307903,"1,845",280,"2,125","1,563",73.55%
Colorado,2018,G,BOULDER,2181307904,520,45,565,429,75.93%
Colorado,2018,G,BOULDER,2181307905,286,29,315,246,78.10%
Colorado,2018,G,BOULDER,2181307906,552,31,583,472,80.96%
Colorado,2018,G,BOULDER,2181307908,995,81,"1,076",839,77.97%
Colorado,2018,G,BOULDER,2181307909,561,50,611,489,80.03%
Colorado,2018,G,BOULDER,2181307910,769,67,836,643,76.91%
Colorado,2018,G,BOULDER,2181307911,944,73,"1,017",821,80.73%
Colorado,2018,G,BOULDER,2181307914,591,39,630,516,81.90%
Colorado,2018,G,BOULDER,2181307915,393,51,444,314,70.72%
Colorado,2018,G,BOULDER,4171107616,"1,119",71,"1,190",926,77.82%
Colorado,2018,G,BOULDER,4171107617,"2,097",197,"2,294","1,674",72.97%
Colorado,2018,G,BOULDER,4171107618,"1,896",107,"2,003","1,589",79.33%
Colorado,2018,G,BOULDER,4171107619,"1,557",332,"1,889","1,109",58.71%
Colorado,2018,G,BOULDER,4171107620,"1,400",234,"1,634","1,152",70.50%
Colorado,2018,G,BOULDER,4171107621,"1,067",105,"1,172",881,75.17%
Colorado,2018,G,BOULDER,4171107622,767,110,877,561,63.97%
Colorado,2018,G,BOULDER,4171107623,"1,193",223,"1,416",887,62.64%
Colorado,2018,G,BOULDER,4171107624,859,135,994,721,72.54%
Colorado,2018,G,BOULDER,4171107625,835,75,910,717,78.79%
Colorado,2018,G,BOULDER,4171107626,"1,098",122,"1,220",882,72.30%
Colorado,2018,G,BOULDER,4171107627,749,162,911,498,54.67%
Colorado,2018,G,BOULDER,4171107628,959,90,"1,049",808,77.03%
Colorado,2018,G,BOULDER,4171107629,623,67,690,498,72.17%
Colorado,2018,G,BOULDER,4171107630,917,142,"1,059",665,62.80%
Colorado,2018,G,BOULDER,4171107631,681,84,765,488,63.79%
Colorado,2018,G,BOULDER,4171107632,"1,232",97,"1,329",972,73.14%
Colorado,2018,G,BOULDER,4171107633,925,201,"1,126",545,48.40%
Colorado,2018,G,BOULDER,4171107634,788,149,937,597,63.71%
Colorado,2018,G,BOULDER,4171107635,798,74,872,641,73.51%
Colorado,2018,G,BOULDER,4171107636,"1,141",85,"1,226",941,76.75%
Colorado,2018,G,BOULDER,4171107637,"1,224",204,"1,428",978,68.49%
Colorado,2018,G,BOULDER,4171107638,959,65,"1,024",840,82.03%
Colorado,2018,G,BOULDER,4171107639,901,78,979,758,77.43%
Colorado,2018,G,BOULDER,4171107640,861,83,944,723,76.59%
Colorado,2018,G,BOULDER,4171107641,816,89,905,642,70.94%
Colorado,2018,G,BOULDER,4171107642,"1,250",126,"1,376",979,71.15%
Colorado,2018,G,BOULDER,4171107643,809,92,901,571,63.37%
Colorado,2018,G,BOULDER,4171107644,870,184,"1,054",567,53.80%
Colorado,2018,G,BOULDER,4171107645,870,72,942,666,70.70%
Colorado,2018,G,BOULDER,4171107646,940,78,"1,018",778,76.42%
Colorado,2018,G,BOULDER,4171107647,"1,473",105,"1,578","1,212",76.81%
Colorado,2018,G,BOULDER,4171107648,"1,103",172,"1,275",766,60.08%
Colorado,2018,G,BOULDER,4171107649,817,154,971,564,58.08%
Colorado,2018,G,BOULDER,4171107650,789,93,882,594,67.35%
Colorado,2018,G,BOULDER,4171107651,949,112,"1,061",742,69.93%
Colorado,2018,G,BOULDER,4171107652,"1,011",218,"1,229",741,60.29%
Colorado,2018,G,BOULDER,4171107653,741,32,773,627,81.11%
Colorado,2018,G,BOULDER,4171107654,"1,321",238,"1,559","1,047",67.16%
Colorado,2018,G,BOULDER,4171207600,"1,769",153,"1,922","1,477",76.85%
Colorado,2018,G,BOULDER,4171207601,"1,573",115,"1,688","1,313",77.78%
Colorado,2018,G,BOULDER,4171207602,828,74,902,658,72.95%
Colorado,2018,G,BOULDER,4171207603,"1,312",129,"1,441","1,061",73.63%
Colorado,2018,G,BOULDER,4171207604,984,88,"1,072",769,71.74%
Colorado,2018,G,BOULDER,4171207605,"1,070",93,"1,163",778,66.90%
Colorado,2018,G,BOULDER,4171207606,906,92,998,682,68.34%
Colorado,2018,G,BOULDER,4171207607,"1,034",98,"1,132",801,70.76%
Colorado,2018,G,BOULDER,4171207608,952,154,"1,106",650,58.77%
Colorado,2018,G,BOULDER,4171207609,523,116,639,311,48.67%
Colorado,2018,G,BOULDER,4171207610,"1,708",267,"1,975","1,235",62.53%
Colorado,2018,G,BOULDER,4171207611,"1,115",122,"1,237",860,69.52%
Colorado,2018,G,BOULDER,4171207612,975,68,"1,043",816,78.24%
Colorado,2018,G,BOULDER,4171207613,873,71,944,671,71.08%
Colorado,2018,G,BOULDER,4171207614,"1,447",115,"1,562","1,267",81.11%
Colorado,2018,G,BOULDER,4171207615,803,60,863,681,78.91%
Colorado,2018,G,BOULDER,4181107706,193,10,203,159,78.33%
Colorado,2018,G,BOULDER,4181107707,655,31,686,570,83.09%
Colorado,2018,G,BOULDER,4181107708,699,52,751,584,77.76%
Colorado,2018,G,BROOMFIELD,2233364001,"1,123",179,"1,302",924,70.97%
Colorado,2018,G,BROOMFIELD,2233364002,"1,865",685,"2,550","1,345",52.75%
Colorado,2018,G,BROOMFIELD,2233364003,"1,360",423,"1,783",965,54.12%
Colorado,2018,G,BROOMFIELD,2233364004,"1,636",291,"1,927","1,318",68.40%
Colorado,2018,G,BROOMFIELD,2233364005,98,51,149,49,32.89%
Colorado,2018,G,BROOMFIELD,2233364006,"2,024",442,"2,466","1,440",58.39%
Colorado,2018,G,BROOMFIELD,2233364007,815,214,"1,029",620,60.25%
Colorado,2018,G,BROOMFIELD,2233364008,630,156,786,505,64.25%
Colorado,2018,G,BROOMFIELD,2233364009,796,113,909,642,70.63%
Colorado,2018,G,BROOMFIELD,2233364010,"1,119",84,"1,203",932,77.47%
Colorado,2018,G,BROOMFIELD,2233364011,"1,119",116,"1,235",877,71.01%
Colorado,2018,G,BROOMFIELD,2233364012,"1,172",69,"1,241","1,029",82.92%
Colorado,2018,G,BROOMFIELD,2233364013,900,152,"1,052",696,66.16%
Colorado,2018,G,BROOMFIELD,2233364014,995,134,"1,129",810,71.74%
Colorado,2018,G,BROOMFIELD,2233364015,"1,098",122,"1,220",929,76.15%
Colorado,2018,G,BROOMFIELD,2233364016,"1,133",74,"1,207",977,80.94%
Colorado,2018,G,BROOMFIELD,2233364017,"1,506",110,"1,616","1,257",77.78%
Colorado,2018,G,BROOMFIELD,2233364018,838,171,"1,009",658,65.21%
Colorado,2018,G,BROOMFIELD,2233364019,"1,250",291,"1,541",907,58.86%
Colorado,2018,G,BROOMFIELD,2233364020,928,125,"1,053",748,71.04%
Colorado,2018,G,BROOMFIELD,2233364021,"1,812",254,"2,066","1,399",67.72%
Colorado,2018,G,BROOMFIELD,2233364022,"1,244",120,"1,364",998,73.17%
Colorado,2018,G,BROOMFIELD,2233364023,"1,089",73,"1,162",896,77.11%
Colorado,2018,G,BROOMFIELD,2233364024,"1,951",158,"2,109","1,624",77.00%
Colorado,2018,G,BROOMFIELD,2233364025,"1,876",204,"2,080","1,567",75.34%
Colorado,2018,G,BROOMFIELD,2233364026,"1,096",115,"1,211",970,80.10%
Colorado,2018,G,BROOMFIELD,2233364027,"1,463",251,"1,714","1,136",66.28%
Colorado,2018,G,BROOMFIELD,2233364028,544,142,686,283,41.25%
Colorado,2018,G,BROOMFIELD,2233364029,"1,160",110,"1,270",886,69.76%
Colorado,2018,G,BROOMFIELD,2233364030,"1,104",151,"1,255",814,64.86%
Colorado,2018,G,BROOMFIELD,2233364031,995,112,"1,107",735,66.40%
Colorado,2018,G,BROOMFIELD,2233364032,"1,964",192,"2,156","1,684",78.11%
Colorado,2018,G,BROOMFIELD,2233364033,"1,585",163,"1,748","1,329",76.03%
Colorado,2018,G,BROOMFIELD,2233364034,575,43,618,481,77.83%
Colorado,2018,G,BROOMFIELD,2233364035,"2,024",73,"2,097","1,912",91.18%
Colorado,2018,G,BROOMFIELD,2233364036,"2,233",168,"2,401","1,877",78.18%
Colorado,2018,G,BROOMFIELD,2233364037,632,34,666,455,68.32%
Colorado,2018,G,CHAFFEE,5056008001,"1,388",143,"1,531","1,165",76.09%
Colorado,2018,G,CHAFFEE,5056008002,"1,704",274,"1,978","1,392",70.37%
Colorado,2018,G,CHAFFEE,5056008003,"1,995",339,"2,334","1,548",66.32%
Colorado,2018,G,CHAFFEE,5056008004,"1,043",112,"1,155",884,76.54%
Colorado,2018,G,CHAFFEE,5056008005,"1,575",222,"1,797","1,338",74.46%
Colorado,2018,G,CHAFFEE,5056008006,"1,769",248,"2,017","1,495",74.12%
Colorado,2018,G,CHAFFEE,5056008007,"1,398",213,"1,611","1,190",73.87%
Colorado,2018,G,CHAFFEE,5056008008,"1,353",253,"1,606","1,155",71.92%
Colorado,2018,G,CHAFFEE,5056008009,"1,239",248,"1,487",984,66.17%
Colorado,2018,G,CHEYENNE,4016509001,139,19,158,106,67.09%
Colorado,2018,G,CHEYENNE,4016509002,339,67,406,282,69.46%
Colorado,2018,G,CHEYENNE,4016509003,404,47,451,337,74.72%
Colorado,2018,G,CHEYENNE,4016509004,286,30,316,245,77.53%
Colorado,2018,G,CHEYENNE,4016509005,69,3,72,57,79.17%
Colorado,2018,G,CLEAR CREEK,2021310001,995,187,"1,182",756,63.96%
Colorado,2018,G,CLEAR CREEK,2021310002,353,96,449,252,56.12%
Colorado,2018,G,CLEAR CREEK,2021310003,429,82,511,313,61.25%
Colorado,2018,G,CLEAR CREEK,2021310004,900,200,"1,100",641,58.27%
Colorado,2018,G,CLEAR CREEK,2021310005,804,115,919,610,66.38%
Colorado,2018,G,CLEAR CREEK,2021310006,541,131,672,378,56.25%
Colorado,2018,G,CLEAR CREEK,2021310007,"1,184",196,"1,380",969,70.22%
Colorado,2018,G,CLEAR CREEK,2021310008,745,80,825,614,74.42%
Colorado,2018,G,CLEAR CREEK,2021310009,"1,084",126,"1,210",932,77.02%
Colorado,2018,G,CONEJOS,3356211001,450,40,490,307,62.65%
Colorado,2018,G,CONEJOS,3356211002,503,59,562,376,66.90%
Colorado,2018,G,CONEJOS,3356211003,376,51,427,297,69.56%
Colorado,2018,G,CONEJOS,3356211004,494,47,541,352,65.06%
Colorado,2018,G,CONEJOS,3356211005,525,70,595,365,61.34%
Colorado,2018,G,CONEJOS,3356211006,660,69,729,519,71.19%
Colorado,2018,G,CONEJOS,3356211007,363,36,399,260,65.16%
Colorado,2018,G,CONEJOS,3356211008,736,87,823,543,65.98%
Colorado,2018,G,CONEJOS,3356211009,430,44,474,336,70.89%
Colorado,2018,G,CONEJOS,3356211010,420,54,474,294,62.03%
Colorado,2018,G,COSTILLA,3356212001,222,17,239,156,65.27%
Colorado,2018,G,COSTILLA,3356212002,251,11,262,176,67.18%
Colorado,2018,G,COSTILLA,3356212003,178,11,189,128,67.72%
Colorado,2018,G,COSTILLA,3356212004,333,36,369,210,56.91%
Colorado,2018,G,COSTILLA,3356212005,192,39,231,115,49.78%
Colorado,2018,G,COSTILLA,3356212006,113,15,128,73,57.03%
Colorado,2018,G,COSTILLA,3356212007,718,123,841,525,62.43%
Colorado,2018,G,COSTILLA,3356212008,503,85,588,324,55.10%
Colorado,2018,G,CROWLEY,4356413001,414,50,464,280,60.34%
Colorado,2018,G,CROWLEY,4356413002,335,43,378,247,65.34%
Colorado,2018,G,CROWLEY,4356413003,279,40,319,198,62.07%
Colorado,2018,G,CROWLEY,4356413004,317,28,345,238,68.99%
Colorado,2018,G,CROWLEY,4356413005,324,27,351,247,70.37%
Colorado,2018,G,CROWLEY,4356413006,324,57,381,216,56.69%
Colorado,2018,G,CUSTER,3356014001,"1,902",244,"2,146","1,485",69.20%
Colorado,2018,G,CUSTER,3356014002,382,55,437,296,67.73%
Colorado,2018,G,CUSTER,3356014003,"1,375",137,"1,512","1,142",75.53%
Colorado,2018,G,DELTA,3055415001,"1,117",65,"1,182",909,76.90%
Colorado,2018,G,DELTA,3055415002,719,102,821,500,60.90%
Colorado,2018,G,DELTA,3055415003,708,139,847,470,55.49%
Colorado,2018,G,DELTA,3055415004,"1,052",232,"1,284",717,55.84%
Colorado,2018,G,DELTA,3055415005,776,86,862,574,66.59%
Colorado,2018,G,DELTA,3055415006,"1,018",117,"1,135",753,66.34%
Colorado,2018,G,DELTA,3055415007,"1,022",114,"1,136",767,67.52%
Colorado,2018,G,DELTA,3056115008,"1,173",155,"1,328",796,59.94%
Colorado,2018,G,DELTA,3056115009,"1,220",108,"1,328",920,69.28%
Colorado,2018,G,DELTA,3056115010,"1,044",105,"1,149",797,69.36%
Colorado,2018,G,DELTA,3056115011,"1,009",116,"1,125",791,70.31%
Colorado,2018,G,DELTA,3056115012,788,96,884,583,65.95%
Colorado,2018,G,DELTA,3056115013,969,80,"1,049",775,73.88%
Colorado,2018,G,DELTA,3056115014,"1,102",91,"1,193",917,76.87%
Colorado,2018,G,DELTA,3056115015,"1,306",116,"1,422","1,078",75.81%
Colorado,2018,G,DELTA,3056115016,"1,044",124,"1,168",816,69.86%
Colorado,2018,G,DELTA,3056115017,"1,014",118,"1,132",770,68.02%
Colorado,2018,G,DELTA,3056115018,"1,177",107,"1,284",928,72.27%
Colorado,2018,G,DELTA,3056115019,813,108,921,662,71.88%
Colorado,2018,G,DELTA,3056115020,"1,052",109,"1,161",867,74.68%
Colorado,2018,G,DENVER,1160116112,"1,082",112,"1,194",811,67.92%
Colorado,2018,G,DENVER,1160116113,"1,025",59,"1,084",791,72.97%
Colorado,2018,G,DENVER,1160116114,"1,218",156,"1,374",901,65.57%
Colorado,2018,G,DENVER,1160116120,"1,478",362,"1,840",967,52.55%
Colorado,2018,G,DENVER,1160116122,"1,216",101,"1,317",937,71.15%
Colorado,2018,G,DENVER,1160116123,"1,257",145,"1,402","1,024",73.04%
Colorado,2018,G,DENVER,1160116124,"1,156",87,"1,243",873,70.23%
Colorado,2018,G,DENVER,1160116125,"1,271",170,"1,441",937,65.02%
Colorado,2018,G,DENVER,1160116126,"1,380",290,"1,670",972,58.20%
Colorado,2018,G,DENVER,1160116127,"1,477",274,"1,751","1,107",63.22%
Colorado,2018,G,DENVER,1160116128,951,62,"1,013",772,76.21%
Colorado,2018,G,DENVER,1160116129,846,70,916,718,78.38%
Colorado,2018,G,DENVER,1160116130,"1,161",117,"1,278",831,65.02%
Colorado,2018,G,DENVER,1160116131,"1,198",123,"1,321",893,67.60%
Colorado,2018,G,DENVER,1160116132,"1,263",171,"1,434","1,018",70.99%
Colorado,2018,G,DENVER,1310216204,"1,527",435,"1,962","1,124",57.29%
Colorado,2018,G,DENVER,1310216205,"1,441",328,"1,769","1,076",60.83%
Colorado,2018,G,DENVER,1310216206,"1,700",475,"2,175","1,301",59.82%
Colorado,2018,G,DENVER,1310216207,"1,396",243,"1,639","1,098",66.99%
Colorado,2018,G,DENVER,1310216208,"1,435",336,"1,771","1,109",62.62%
Colorado,2018,G,DENVER,1310216209,"1,122",204,"1,326",913,68.85%
Colorado,2018,G,DENVER,1310216210,"1,324",234,"1,558","1,091",70.03%
Colorado,2018,G,DENVER,1310216211,"1,150",226,"1,376",950,69.04%
Colorado,2018,G,DENVER,1310516530,127,36,163,75,46.01%
Colorado,2018,G,DENVER,1310616605,841,78,919,740,80.52%
Colorado,2018,G,DENVER,1310616606,957,123,"1,080",833,77.13%
Colorado,2018,G,DENVER,1310616607,741,68,809,655,80.96%
Colorado,2018,G,DENVER,1310616609,302,25,327,274,83.79%
Colorado,2018,G,DENVER,1310616610,383,44,427,352,82.44%
Colorado,2018,G,DENVER,1310616611,804,89,893,690,77.27%
Colorado,2018,G,DENVER,1310616612,"1,130",132,"1,262",929,73.61%
Colorado,2018,G,DENVER,1310616613,"1,187",115,"1,302",985,75.65%
Colorado,2018,G,DENVER,1310616614,734,67,801,631,78.78%
Colorado,2018,G,DENVER,1310616615,928,73,"1,001",830,82.92%
Colorado,2018,G,DENVER,1310616617,"1,021",128,"1,149",856,74.50%
Colorado,2018,G,DENVER,1310616618,903,99,"1,002",788,78.64%
Colorado,2018,G,DENVER,1310616619,"1,030",93,"1,123",866,77.11%
Colorado,2018,G,DENVER,1310616622,"1,157",90,"1,247","1,016",81.48%
Colorado,2018,G,DENVER,1310616623,"1,244",63,"1,307","1,091",83.47%
Colorado,2018,G,DENVER,1310616624,"1,250",75,"1,325","1,090",82.26%
Colorado,2018,G,DENVER,1310616625,846,74,920,700,76.09%
Colorado,2018,G,DENVER,1310616626,819,126,945,662,70.05%
Colorado,2018,G,DENVER,1310616627,"1,144",60,"1,204",992,82.39%
Colorado,2018,G,DENVER,1310616628,"1,428",244,"1,672","1,086",64.95%
Colorado,2018,G,DENVER,1310616629,"1,068",55,"1,123",951,84.68%
Colorado,2018,G,DENVER,1310616630,820,41,861,690,80.14%
Colorado,2018,G,DENVER,1310616631,"1,679",490,"2,169","1,223",56.39%
Colorado,2018,G,DENVER,1310616641,"1,394",167,"1,561","1,084",69.44%
Colorado,2018,G,DENVER,1310616642,"1,079",94,"1,173",878,74.85%
Colorado,2018,G,DENVER,1310616643,845,155,"1,000",600,60.00%
Colorado,2018,G,DENVER,1310616644,"1,081",95,"1,176",931,79.17%
Colorado,2018,G,DENVER,1310616645,998,79,"1,077",837,77.72%
Colorado,2018,G,DENVER,1310616646,"1,410",458,"1,868",931,49.84%
Colorado,2018,G,DENVER,1310616647,"1,218",148,"1,366",933,68.30%
Colorado,2018,G,DENVER,1310616648,"1,231",142,"1,373",991,72.18%
Colorado,2018,G,DENVER,1310616649,"1,751",586,"2,337","1,077",46.08%
Colorado,2018,G,DENVER,1310616650,"1,072",220,"1,292",834,64.55%
Colorado,2018,G,DENVER,1310616651,"1,190",497,"1,687",793,47.01%
Colorado,2018,G,DENVER,1310616652,"1,046",72,"1,118",938,83.90%
Colorado,2018,G,DENVER,1310816841,"1,244",297,"1,541","1,009",65.48%
Colorado,2018,G,DENVER,1310816842,"1,037",161,"1,198",835,69.70%
Colorado,2018,G,DENVER,1310816843,"1,101",213,"1,314",885,67.35%
Colorado,2018,G,DENVER,1310816844,"1,390",292,"1,682","1,106",65.76%
Colorado,2018,G,DENVER,1310816845,"1,089",198,"1,287",887,68.92%
Colorado,2018,G,DENVER,1310816846,"1,133",227,"1,360",948,69.71%
Colorado,2018,G,DENVER,1310816848,"1,198",243,"1,441",984,68.29%
Colorado,2018,G,DENVER,1310816849,"1,269",231,"1,500","1,081",72.07%
Colorado,2018,G,DENVER,1310816850,"1,064",128,"1,192",951,79.78%
Colorado,2018,G,DENVER,1310816851,"1,310",168,"1,478","1,106",74.83%
Colorado,2018,G,DENVER,1310816852,952,92,"1,044",856,81.99%
Colorado,2018,G,DENVER,1310816853,955,50,"1,005",852,84.78%
Colorado,2018,G,DENVER,1310816854,"1,082",144,"1,226",917,74.80%
Colorado,2018,G,DENVER,1310816855,686,154,840,495,58.93%
Colorado,2018,G,DENVER,1310816856,"1,478",327,"1,805","1,101",61.00%
Colorado,2018,G,DENVER,1310916901,"1,525",404,"1,929","1,093",56.66%
Colorado,2018,G,DENVER,1310916903,"1,283",126,"1,409","1,077",76.44%
Colorado,2018,G,DENVER,1310916904,"1,216",102,"1,318","1,051",79.74%
Colorado,2018,G,DENVER,1310916905,294,20,314,251,79.94%
Colorado,2018,G,DENVER,1310916906,"1,053",76,"1,129",901,79.81%
Colorado,2018,G,DENVER,1310916908,"1,267",161,"1,428","1,020",71.43%
Colorado,2018,G,DENVER,1310916909,"1,311",98,"1,409","1,122",79.63%
Colorado,2018,G,DENVER,1310916910,"1,568",205,"1,773","1,235",69.66%
Colorado,2018,G,DENVER,1310916911,"1,727",459,"2,186","1,128",51.60%
Colorado,2018,G,DENVER,1310916912,"1,323",280,"1,603",994,62.01%
Colorado,2018,G,DENVER,1310916916,"1,699",282,"1,981","1,350",68.15%
Colorado,2018,G,DENVER,1310916917,"1,438",133,"1,571","1,219",77.59%
Colorado,2018,G,DENVER,1310916918,"1,298",84,"1,382","1,126",81.48%
Colorado,2018,G,DENVER,1310916919,"1,306",82,"1,388","1,152",83.00%
Colorado,2018,G,DENVER,1310916920,"1,262",126,"1,388","1,032",74.35%
Colorado,2018,G,DENVER,1310916921,"1,698",582,"2,280","1,013",44.43%
Colorado,2018,G,DENVER,1310916922,"1,697",426,"2,123","1,221",57.51%
Colorado,2018,G,DENVER,1310916923,"1,414",362,"1,776","1,009",56.81%
Colorado,2018,G,DENVER,1310916924,"1,222",636,"1,858",599,32.24%
Colorado,2018,G,DENVER,1310916927,"1,022",111,"1,133",842,74.32%
Colorado,2018,G,DENVER,1310916928,857,43,900,741,82.33%
Colorado,2018,G,DENVER,1310916929,945,161,"1,106",718,64.92%
Colorado,2018,G,DENVER,1310916930,"1,002",118,"1,120",710,63.39%
Colorado,2018,G,DENVER,1310916931,762,36,798,677,84.84%
Colorado,2018,G,DENVER,1310916932,"1,144",172,"1,316",856,65.05%
Colorado,2018,G,DENVER,1310916933,780,38,818,658,80.44%
Colorado,2018,G,DENVER,1310916934,908,151,"1,059",685,64.68%
Colorado,2018,G,DENVER,1310916935,"1,424",446,"1,870",991,52.99%
Colorado,2018,G,DENVER,1310916936,"1,076",298,"1,374",735,53.49%
Colorado,2018,G,DENVER,1310916937,"1,127",138,"1,265",929,73.44%
Colorado,2018,G,DENVER,1310916938,"1,297",233,"1,530",956,62.48%
Colorado,2018,G,DENVER,1310916940,941,174,"1,115",699,62.69%
Colorado,2018,G,DENVER,1320116103,"1,422",143,"1,565",902,57.64%
Colorado,2018,G,DENVER,1320116104,"1,186",189,"1,375",654,47.56%
Colorado,2018,G,DENVER,1320116105,"1,479",145,"1,624",974,59.98%
Colorado,2018,G,DENVER,1320116106,"1,585",168,"1,753",992,56.59%
Colorado,2018,G,DENVER,1320116107,"1,640",183,"1,823","1,079",59.19%
Colorado,2018,G,DENVER,1320116108,"1,642",197,"1,839","1,095",59.54%
Colorado,2018,G,DENVER,1320116109,"1,074",145,"1,219",568,46.60%
Colorado,2018,G,DENVER,1320116110,"1,387",103,"1,490","1,058",71.01%
Colorado,2018,G,DENVER,1320116111,"1,582",149,"1,731","1,107",63.95%
Colorado,2018,G,DENVER,1320116115,424,34,458,346,75.55%
Colorado,2018,G,DENVER,1320116116,"1,219",71,"1,290",937,72.64%
Colorado,2018,G,DENVER,1320116117,"1,134",82,"1,216",852,70.07%
Colorado,2018,G,DENVER,1320116118,"1,183",349,"1,532",733,47.85%
Colorado,2018,G,DENVER,1320116119,"1,439",224,"1,663",721,43.36%
Colorado,2018,G,DENVER,1320116121,"1,222",84,"1,306",894,68.45%
Colorado,2018,G,DENVER,1320216212,"1,347",235,"1,582","1,165",73.64%
Colorado,2018,G,DENVER,1320216213,"1,072",131,"1,203",770,64.01%
Colorado,2018,G,DENVER,1320216214,"1,061",200,"1,261",849,67.33%
Colorado,2018,G,DENVER,1320216215,"1,569",273,"1,842","1,264",68.62%
Colorado,2018,G,DENVER,1320216216,"1,317",190,"1,507","1,098",72.86%
Colorado,2018,G,DENVER,1320216217,"1,227",171,"1,398","1,022",73.10%
Colorado,2018,G,DENVER,1320216218,923,186,"1,109",692,62.40%
Colorado,2018,G,DENVER,1320216219,"2,185",361,"2,546","1,776",69.76%
Colorado,2018,G,DENVER,1320216220,"1,788",291,"2,079","1,439",69.22%
Colorado,2018,G,DENVER,1320216221,"1,752",246,"1,998","1,438",71.97%
Colorado,2018,G,DENVER,1320216222,"1,022",137,"1,159",865,74.63%
Colorado,2018,G,DENVER,1320216223,860,115,975,731,74.97%
Colorado,2018,G,DENVER,1320216224,"1,283",170,"1,453","1,043",71.78%
Colorado,2018,G,DENVER,1320216225,843,92,935,714,76.36%
Colorado,2018,G,DENVER,1320216226,872,112,984,716,72.76%
Colorado,2018,G,DENVER,1320216227,917,125,"1,042",769,73.80%
Colorado,2018,G,DENVER,1320216228,614,37,651,551,84.64%
Colorado,2018,G,DENVER,1320216229,808,60,868,710,81.80%
Colorado,2018,G,DENVER,1320216230,873,66,939,768,81.79%
Colorado,2018,G,DENVER,1320216231,916,96,"1,012",769,75.99%
Colorado,2018,G,DENVER,1320216232,985,241,"1,226",687,56.04%
Colorado,2018,G,DENVER,1320216233,"1,861",226,"2,087","1,570",75.23%
Colorado,2018,G,DENVER,1320216234,"1,631",182,"1,813","1,405",77.50%
Colorado,2018,G,DENVER,1320216235,"1,403",133,"1,536","1,236",80.47%
Colorado,2018,G,DENVER,1320216236,"1,182",135,"1,317",974,73.96%
Colorado,2018,G,DENVER,1320216237,"1,406","1,095","2,501",950,37.98%
Colorado,2018,G,DENVER,1320216238,"1,850",344,"2,194","1,408",64.18%
Colorado,2018,G,DENVER,1320216239,"1,297",149,"1,446","1,018",70.40%
Colorado,2018,G,DENVER,1320216240,"1,082",147,"1,229",741,60.29%
Colorado,2018,G,DENVER,1320216241,"1,025",117,"1,142",842,73.73%
Colorado,2018,G,DENVER,1320216242,991,106,"1,097",793,72.29%
Colorado,2018,G,DENVER,1320216243,"1,225",178,"1,403",986,70.28%
Colorado,2018,G,DENVER,1320216244,"1,236",249,"1,485",922,62.09%
Colorado,2018,G,DENVER,1320216245,"1,138",119,"1,257",977,77.72%
Colorado,2018,G,DENVER,1320216246,"1,161",125,"1,286",976,75.89%
Colorado,2018,G,DENVER,1320216247,829,93,922,645,69.96%
Colorado,2018,G,DENVER,1320216248,"1,000",61,"1,061",857,80.77%
Colorado,2018,G,DENVER,1320216249,"1,309",56,"1,365","1,178",86.30%
Colorado,2018,G,DENVER,1320216250,"1,244",79,"1,323","1,081",81.71%
Colorado,2018,G,DENVER,1320216251,"1,035",157,"1,192",867,72.73%
Colorado,2018,G,DENVER,1320516532,647,121,768,500,65.10%
Colorado,2018,G,DENVER,1320516533,"1,442",192,"1,634",925,56.61%
Colorado,2018,G,DENVER,1320516534,"1,348",144,"1,492",837,56.10%
