State,Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %,Comments
Colorado,2012,G,BOULDER,2181007820,710,158,868,685,78.92%,
Colorado,2012,G,BOULDER,2181007821,"1,022",427,"1,449","1,002",69.15%,
Colorado,2012,G,BOULDER,2181007822,900,405,"1,305",844,64.67%,
Colorado,2012,G,BOULDER,2181007823,"1,305",521,"1,826","1,216",66.59%,
Colorado,2012,G,BOULDER,2181007824,950,367,"1,317",905,68.72%,
Colorado,2012,G,BOULDER,2181007825,546,155,701,527,75.18%,
Colorado,2012,G,BOULDER,2181007826,795,283,"1,078",772,71.61%,
Colorado,2012,G,BOULDER,2181007827,854,461,"1,315",818,62.21%,
Colorado,2012,G,BOULDER,2181007828,692,399,"1,091",664,60.86%,
Colorado,2012,G,BOULDER,2181007829,768,512,"1,280",722,56.41%,
Colorado,2012,G,BOULDER,2181007830,707,611,"1,318",663,50.30%,
Colorado,2012,G,BOULDER,2181007831,812,702,"1,514",767,50.66%,
Colorado,2012,G,BOULDER,2181007832,333,187,520,325,62.50%,
Colorado,2012,G,BOULDER,2181007833,735,864,"1,599",684,42.78%,
Colorado,2012,G,BOULDER,2181007834,"1,501","1,326","2,827","1,366",48.32%,
Colorado,2012,G,BOULDER,2181007835,525,493,"1,018",464,45.58%,
Colorado,2012,G,BOULDER,2181007836,495,297,792,461,58.21%,
Colorado,2012,G,BOULDER,2181007837,828,650,"1,478",713,48.24%,
Colorado,2012,G,BOULDER,2181007838,446,348,794,416,52.39%,
Colorado,2012,G,BOULDER,2181007839,588,120,708,556,78.53%,
Colorado,2012,G,BOULDER,2181007840,582,178,760,555,73.03%,
Colorado,2012,G,BOULDER,2181007841,691,164,855,668,78.13%,
Colorado,2012,G,BOULDER,2181007842,816,188,"1,004",775,77.19%,
Colorado,2012,G,BOULDER,2181007843,"1,194",226,"1,420","1,165",82.04%,
Colorado,2012,G,BOULDER,2181007844,676,233,909,650,71.51%,
Colorado,2012,G,BOULDER,2181007845,799,389,"1,188",746,62.79%,
Colorado,2012,G,BOULDER,2181007846,874,572,"1,446",789,54.56%,
Colorado,2012,G,BOULDER,2181007847,663,494,"1,157",608,52.55%,
Colorado,2012,G,BOULDER,2181007848,637,309,946,586,61.95%,
Colorado,2012,G,BOULDER,2181007849,"1,069","1,158","2,227",976,43.83%,
Colorado,2012,G,BOULDER,2181007850,632,85,717,610,85.08%,
Colorado,2012,G,BOULDER,2181007851,"1,020",294,"1,314",953,72.53%,
Colorado,2012,G,BOULDER,2181007852,"1,320",421,"1,741","1,265",72.66%,
Colorado,2012,G,BOULDER,2181007853,770,345,"1,115",718,64.39%,
Colorado,2012,G,BOULDER,2181107505,720,176,896,691,77.12%,
Colorado,2012,G,BOULDER,2181107506,570,73,643,550,85.54%,
Colorado,2012,G,BOULDER,2181107507,"1,055",160,"1,215","1,030",84.77%,
Colorado,2012,G,BOULDER,2181107508,682,132,814,674,82.80%,
Colorado,2012,G,BOULDER,2181107700,882,128,"1,010",861,85.25%,
Colorado,2012,G,BOULDER,2181107701,509,55,564,488,86.52%,
Colorado,2012,G,BOULDER,2181107702,279,42,321,271,84.42%,
Colorado,2012,G,BOULDER,2181107703,431,64,495,426,86.06%,
Colorado,2012,G,BOULDER,2181107704,292,77,369,303,82.11%,
Colorado,2012,G,BOULDER,2181107705,571,106,677,558,82.42%,
Colorado,2012,G,BOULDER,2181107912,"1,034",188,"1,222","1,009",82.57%,
Colorado,2012,G,BOULDER,2181107913,628,131,759,605,79.71%,
Colorado,2012,G,BOULDER,2181107916,406,100,506,392,77.47%,
Colorado,2012,G,BOULDER,2181107917,"1,197",249,"1,446","1,181",81.67%,
Colorado,2012,G,BOULDER,2181107918,992,244,"1,236",983,79.53%,
Colorado,2012,G,BOULDER,2181207401,601,105,706,566,80.17%,
Colorado,2012,G,BOULDER,2181207402,600,91,691,588,85.09%,
Colorado,2012,G,BOULDER,2181207403,885,164,"1,049",852,81.22%,
Colorado,2012,G,BOULDER,2181207404,846,142,988,818,82.79%,
Colorado,2012,G,BOULDER,2181207405,435,64,499,416,83.37%,
Colorado,2012,G,BOULDER,2181207406,642,107,749,634,84.65%,
Colorado,2012,G,BOULDER,2181307854,758,404,"1,162",699,60.15%,
Colorado,2012,G,BOULDER,2181307855,802,341,"1,143",742,64.92%,
Colorado,2012,G,BOULDER,2181307856,568,172,740,532,71.89%,
Colorado,2012,G,BOULDER,2181307857,808,180,988,783,79.25%,
Colorado,2012,G,BOULDER,2181307858,904,198,"1,102",884,80.22%,
Colorado,2012,G,BOULDER,2181307859,818,111,929,790,85.04%,
Colorado,2012,G,BOULDER,2181307860,641,103,744,614,82.53%,
Colorado,2012,G,BOULDER,2181307861,591,123,714,569,79.69%,
Colorado,2012,G,BOULDER,2181307862,629,137,766,617,80.55%,
Colorado,2012,G,BOULDER,2181307863,740,154,894,710,79.42%,
Colorado,2012,G,BOULDER,2181307864,633,152,785,602,76.69%,
Colorado,2012,G,BOULDER,2181307865,606,281,887,585,65.95%,
Colorado,2012,G,BOULDER,2181307866,824,287,"1,111",766,68.95%,
Colorado,2012,G,BOULDER,2181307867,751,322,"1,073",699,65.14%,
Colorado,2012,G,BOULDER,2181307868,827,136,963,792,82.24%,
Colorado,2012,G,BOULDER,2181307869,559,170,729,545,74.76%,
Colorado,2012,G,BOULDER,2181307870,626,267,893,586,65.62%,
Colorado,2012,G,BOULDER,2181307871,794,430,"1,224",734,59.97%,
Colorado,2012,G,BOULDER,2181307872,786,800,"1,586",726,45.78%,
Colorado,2012,G,BOULDER,2181307873,448,100,548,424,77.37%,
Colorado,2012,G,BOULDER,2181307874,967,342,"1,309",897,68.53%,
Colorado,2012,G,BOULDER,2181307875,713,657,"1,370",616,44.96%,
Colorado,2012,G,BOULDER,2181307876,832,872,"1,704",729,42.78%,
Colorado,2012,G,BOULDER,2181307877,734,339,"1,073",687,64.03%,
Colorado,2012,G,BOULDER,2181307878,726,536,"1,262",681,53.96%,
Colorado,2012,G,BOULDER,2181307879,737,560,"1,297",700,53.97%,
Colorado,2012,G,BOULDER,2181307880,994,"1,149","2,143",875,40.83%,
Colorado,2012,G,BOULDER,2181307881,620,323,943,590,62.57%,
Colorado,2012,G,BOULDER,2181307882,663,187,850,623,73.29%,
Colorado,2012,G,BOULDER,2181307883,740,302,"1,042",730,70.06%,
Colorado,2012,G,BOULDER,2181307884,897,515,"1,412",819,58.00%,
Colorado,2012,G,BOULDER,2181307885,608,172,780,596,76.41%,
Colorado,2012,G,BOULDER,2181307886,772,165,937,753,80.36%,
Colorado,2012,G,BOULDER,2181307887,982,168,"1,150",940,81.74%,
Colorado,2012,G,BOULDER,2181307888,808,114,922,774,83.95%,
Colorado,2012,G,BOULDER,2181307903,"1,609",602,"2,211","1,548",70.01%,
Colorado,2012,G,BOULDER,2181307904,465,93,558,438,78.49%,
Colorado,2012,G,BOULDER,2181307905,256,47,303,247,81.52%,
Colorado,2012,G,BOULDER,2181307906,501,76,577,488,84.58%,
Colorado,2012,G,BOULDER,2181307907,43,11,54,41,75.93%,
Colorado,2012,G,BOULDER,2181307908,860,182,"1,042",834,80.04%,
Colorado,2012,G,BOULDER,2181307909,503,149,652,478,73.31%,
Colorado,2012,G,BOULDER,2181307910,698,146,844,659,78.08%,
Colorado,2012,G,BOULDER,2181307911,878,170,"1,048",845,80.63%,
Colorado,2012,G,BOULDER,2181307914,562,137,699,552,78.97%,
Colorado,2012,G,BOULDER,2181307915,307,118,425,312,73.41%,
Colorado,2012,G,BOULDER,4171107616,940,181,"1,121",930,82.96%,
Colorado,2012,G,BOULDER,4171107617,"1,459",417,"1,876","1,404",74.84%,
Colorado,2012,G,BOULDER,4171107618,"1,014",175,"1,189","1,000",84.10%,
Colorado,2012,G,BOULDER,4171107619,"1,169",471,"1,640","1,089",66.40%,
Colorado,2012,G,BOULDER,4171107620,"1,305",387,"1,692","1,236",73.05%,
Colorado,2012,G,BOULDER,4171107621,917,225,"1,142",876,76.71%,
Colorado,2012,G,BOULDER,4171107622,608,217,825,576,69.82%,
Colorado,2012,G,BOULDER,4171107623,987,423,"1,410",935,66.31%,
Colorado,2012,G,BOULDER,4171107624,664,218,882,632,71.66%,
Colorado,2012,G,BOULDER,4171107625,762,166,928,740,79.74%,
Colorado,2012,G,BOULDER,4171107626,984,202,"1,186",940,79.26%,
Colorado,2012,G,BOULDER,4171107627,652,300,952,615,64.60%,
Colorado,2012,G,BOULDER,4171107628,732,148,880,698,79.32%,
Colorado,2012,G,BOULDER,4171107629,509,173,682,487,71.41%,
Colorado,2012,G,BOULDER,4171107630,787,255,"1,042",710,68.14%,
Colorado,2012,G,BOULDER,4171107631,513,177,690,486,70.43%,
Colorado,2012,G,BOULDER,4171107632,"1,035",264,"1,299",991,76.29%,
Colorado,2012,G,BOULDER,4171107633,707,288,995,615,61.81%,
Colorado,2012,G,BOULDER,4171107634,697,245,942,641,68.05%,
Colorado,2012,G,BOULDER,4171107635,748,178,926,727,78.51%,
Colorado,2012,G,BOULDER,4171107636,"1,006",231,"1,237",977,78.98%,
Colorado,2012,G,BOULDER,4171107637,"1,143",318,"1,461","1,082",74.06%,
Colorado,2012,G,BOULDER,4171107638,919,110,"1,029",890,86.49%,
Colorado,2012,G,BOULDER,4171107639,810,132,942,787,83.55%,
Colorado,2012,G,BOULDER,4171107640,793,172,965,758,78.55%,
Colorado,2012,G,BOULDER,4171107641,713,190,903,686,75.97%,
Colorado,2012,G,BOULDER,4171107642,971,298,"1,269",917,72.26%,
Colorado,2012,G,BOULDER,4171107643,652,231,883,617,69.88%,
Colorado,2012,G,BOULDER,4171107644,702,290,992,622,62.70%,
Colorado,2012,G,BOULDER,4171107645,737,200,937,705,75.24%,
Colorado,2012,G,BOULDER,4171107646,828,183,"1,011",797,78.83%,
Colorado,2012,G,BOULDER,4171107647,896,187,"1,083",899,83.01%,
Colorado,2012,G,BOULDER,4171107648,852,325,"1,177",775,65.85%,
Colorado,2012,G,BOULDER,4171107649,636,253,889,587,66.03%,
Colorado,2012,G,BOULDER,4171107650,696,228,924,641,69.37%,
Colorado,2012,G,BOULDER,4171107651,861,223,"1,084",840,77.49%,
Colorado,2012,G,BOULDER,4171107652,841,362,"1,203",838,69.66%,
Colorado,2012,G,BOULDER,4171107653,654,103,757,648,85.60%,
Colorado,2012,G,BOULDER,4171107654,"1,212",432,"1,644","1,172",71.29%,
Colorado,2012,G,BOULDER,4171207600,"1,332",300,"1,632","1,270",77.82%,
Colorado,2012,G,BOULDER,4171207601,"1,108",248,"1,356","1,075",79.28%,
Colorado,2012,G,BOULDER,4171207602,784,212,996,651,65.36%,
Colorado,2012,G,BOULDER,4171207603,"1,030",159,"1,189","1,098",92.35%,
Colorado,2012,G,BOULDER,4171207604,865,163,"1,028",830,80.74%,
Colorado,2012,G,BOULDER,4171207605,896,282,"1,178",833,70.71%,
Colorado,2012,G,BOULDER,4171207606,684,253,937,657,70.12%,
Colorado,2012,G,BOULDER,4171207607,886,211,"1,097",863,78.67%,
Colorado,2012,G,BOULDER,4171207608,804,332,"1,136",712,62.68%,
Colorado,2012,G,BOULDER,4171207609,441,195,636,404,63.52%,
Colorado,2012,G,BOULDER,4171207610,"1,156",456,"1,612","1,063",65.94%,
Colorado,2012,G,BOULDER,4171207611,925,276,"1,201",869,72.36%,
Colorado,2012,G,BOULDER,4171207612,790,194,984,765,77.74%,
Colorado,2012,G,BOULDER,4171207613,736,185,921,706,76.66%,
Colorado,2012,G,BOULDER,4171207614,"1,167",251,"1,418","1,128",79.55%,
Colorado,2012,G,BOULDER,4171207615,703,152,855,699,81.75%,
Colorado,2012,G,BOULDER,4181107706,164,23,187,163,87.17%,
Colorado,2012,G,BOULDER,4181107707,528,75,603,510,84.58%,
Colorado,2012,G,BOULDER,4181107708,605,117,722,583,80.75%,
Colorado,2012,G,BROOMFIELD,2233364001,295,187,482,254,52.70%,
Colorado,2012,G,BROOMFIELD,2233364002,805,479,"1,284",707,55.06%,
Colorado,2012,G,BROOMFIELD,2233364003,833,135,968,727,75.10%,
Colorado,2012,G,BROOMFIELD,2233364004,"1,140",369,"1,509","1,073",71.11%,
Colorado,2012,G,BROOMFIELD,2233364005,463,143,606,430,70.96%,
Colorado,2012,G,BROOMFIELD,2233364006,383,178,561,348,62.03%,
Colorado,2012,G,BROOMFIELD,2233364007,723,276,999,662,66.27%,
Colorado,2012,G,BROOMFIELD,2233364008,584,213,797,551,69.13%,
Colorado,2012,G,BROOMFIELD,2233364009,765,153,918,715,77.89%,
Colorado,2012,G,BROOMFIELD,2233364010,"1,010",200,"1,210",968,80.00%,
Colorado,2012,G,BROOMFIELD,2233364011,987,204,"1,191",931,78.17%,
Colorado,2012,G,BROOMFIELD,2233364012,"1,141",113,"1,254","1,101",87.80%,
Colorado,2012,G,BROOMFIELD,2233364013,845,280,"1,125",813,72.27%,
Colorado,2012,G,BROOMFIELD,2233364014,950,179,"1,129",897,79.45%,
Colorado,2012,G,BROOMFIELD,2233364015,"1,067",210,"1,277","1,031",80.74%,
Colorado,2012,G,BROOMFIELD,2233364016,"1,038",143,"1,181",993,84.08%,
Colorado,2012,G,BROOMFIELD,2233364017,"1,072",165,"1,237","1,046",84.56%,
Colorado,2012,G,BROOMFIELD,2233364018,674,273,947,623,65.79%,
Colorado,2012,G,BROOMFIELD,2233364019,"1,099",375,"1,474","1,014",68.79%,
Colorado,2012,G,BROOMFIELD,2233364020,"1,047",223,"1,270",992,78.11%,
Colorado,2012,G,BROOMFIELD,2233364021,"1,553",469,"2,022","1,473",72.85%,
Colorado,2012,G,BROOMFIELD,2233364022,627,178,805,602,74.78%,
Colorado,2012,G,BROOMFIELD,2233364023,691,147,838,669,79.83%,
Colorado,2012,G,BROOMFIELD,2233364024,"1,426",241,"1,667","1,344",80.62%,
Colorado,2012,G,BROOMFIELD,2233364025,"2,124",465,"2,589","2,027",78.29%,
Colorado,2012,G,BROOMFIELD,2233364026,835,116,951,810,85.17%,
Colorado,2012,G,BROOMFIELD,2233364027,"1,310",271,"1,581","1,235",78.12%,
Colorado,2012,G,BROOMFIELD,2233364028,804,382,"1,186",717,60.46%,
Colorado,2012,G,BROOMFIELD,2233364029,955,277,"1,232",892,72.40%,
Colorado,2012,G,BROOMFIELD,2233364030,906,265,"1,171",853,72.84%,
Colorado,2012,G,BROOMFIELD,2233364031,802,223,"1,025",744,72.59%,
Colorado,2012,G,BROOMFIELD,2233364032,"1,509",348,"1,857","1,449",78.03%,
Colorado,2012,G,BROOMFIELD,2233364033,"1,243",308,"1,551","1,187",76.53%,
Colorado,2012,G,BROOMFIELD,2233364034,421,41,462,415,89.83%,
Colorado,2012,G,BROOMFIELD,2233364035,"2,261",244,"2,505","2,200",87.82%,
Colorado,2012,G,BROOMFIELD,2233364036,6,8,14,0,0.00%,
Colorado,2012,G,BROOMFIELD,2233364037,5,0,5,0,0.00%,
Colorado,2012,G,BROOMFIELD,2233364038,13,4,17,10,58.82%,
Colorado,2012,G,CHAFFEE,5056008001,527,116,643,508,79.00%,
Colorado,2012,G,CHAFFEE,5056008002,588,174,762,536,70.34%,
Colorado,2012,G,CHAFFEE,5056008003,885,269,"1,154",813,70.45%,
Colorado,2012,G,CHAFFEE,5056008004,868,193,"1,061",823,77.57%,
Colorado,2012,G,CHAFFEE,5056008005,841,154,995,801,80.50%,
Colorado,2012,G,CHAFFEE,5056008006,859,152,"1,011",824,81.50%,
Colorado,2012,G,CHAFFEE,5056008007,"1,167",279,"1,446","1,108",76.63%,
Colorado,2012,G,CHAFFEE,5056008008,668,176,844,648,76.78%,
Colorado,2012,G,CHAFFEE,5056008009,743,143,886,718,81.04%,
Colorado,2012,G,CHAFFEE,5056008010,835,180,"1,015",796,78.42%,
Colorado,2012,G,CHAFFEE,5056008011,680,147,827,640,77.39%,
Colorado,2012,G,CHAFFEE,5056008012,616,140,756,582,76.98%,
Colorado,2012,G,CHAFFEE,5056008013,827,143,970,782,80.62%,
Colorado,2012,G,CHAFFEE,5056008014,579,112,691,550,79.59%,
Colorado,2012,G,CHAFFEE,5056008015,468,95,563,440,78.15%,
Colorado,2012,G,CHEYENNE,4016509001,133,41,174,127,72.99%,
Colorado,2012,G,CHEYENNE,4016509002,336,101,437,316,72.31%,
Colorado,2012,G,CHEYENNE,4016509003,381,94,475,358,75.37%,
Colorado,2012,G,CHEYENNE,4016509004,252,54,306,247,80.72%,
Colorado,2012,G,CHEYENNE,4016509005,65,11,76,64,84.21%,
Colorado,2012,G,CLEAR CREEK,2021310001,791,313,"1,104",733,66.39%,
Colorado,2012,G,CLEAR CREEK,2021310002,311,144,455,280,61.54%,
Colorado,2012,G,CLEAR CREEK,2021310003,361,121,482,358,74.27%,
Colorado,2012,G,CLEAR CREEK,2021310004,742,265,"1,007",687,68.22%,
Colorado,2012,G,CLEAR CREEK,2021310005,718,255,973,659,67.73%,
Colorado,2012,G,CLEAR CREEK,2021310006,423,185,608,379,62.34%,
Colorado,2012,G,CLEAR CREEK,2021310007,"1,053",267,"1,320","1,000",75.76%,
Colorado,2012,G,CLEAR CREEK,2021310008,689,142,831,652,78.46%,
Colorado,2012,G,CLEAR CREEK,2021310009,969,228,"1,197",934,78.03%,
Colorado,2012,G,CONEJOS,3356211001,403,117,520,377,72.50%,
Colorado,2012,G,CONEJOS,3356211002,473,119,592,433,73.14%,
Colorado,2012,G,CONEJOS,3356211003,348,111,459,317,69.06%,
Colorado,2012,G,CONEJOS,3356211004,429,129,558,404,72.40%,
Colorado,2012,G,CONEJOS,3356211005,428,161,589,405,68.76%,
Colorado,2012,G,CONEJOS,3356211006,622,126,748,569,76.07%,
Colorado,2012,G,CONEJOS,3356211007,318,78,396,308,77.78%,
Colorado,2012,G,CONEJOS,3356211008,654,132,786,630,80.15%,
Colorado,2012,G,CONEJOS,3356211009,387,97,484,370,76.45%,
Colorado,2012,G,CONEJOS,3356211010,327,112,439,312,71.07%,
Colorado,2012,G,COSTILLA,3356212001,207,39,246,181,73.58%,
Colorado,2012,G,COSTILLA,3356212002,260,38,298,230,77.18%,
Colorado,2012,G,COSTILLA,3356212003,151,21,172,137,79.65%,
Colorado,2012,G,COSTILLA,3356212004,303,68,371,271,73.05%,
Colorado,2012,G,COSTILLA,3356212005,139,72,211,119,56.40%,
Colorado,2012,G,COSTILLA,3356212006,91,47,138,90,65.22%,
Colorado,2012,G,COSTILLA,3356212007,614,157,771,548,71.08%,
Colorado,2012,G,COSTILLA,3356212008,358,152,510,324,63.53%,
Colorado,2012,G,CROWLEY,4356413001,343,132,475,320,67.37%,
Colorado,2012,G,CROWLEY,4356413002,266,96,362,266,73.48%,
Colorado,2012,G,CROWLEY,4356413003,242,91,333,212,63.66%,
Colorado,2012,G,CROWLEY,4356413004,257,96,353,244,69.12%,
Colorado,2012,G,CROWLEY,4356413005,267,95,362,243,67.13%,
Colorado,2012,G,CROWLEY,4356413006,247,88,335,243,72.54%,
Colorado,2012,G,CUSTER,3356014001,"1,402",345,"1,747","1,317",75.39%,
Colorado,2012,G,CUSTER,3356014002,343,74,417,318,76.26%,
Colorado,2012,G,CUSTER,3356014003,"1,145",239,"1,384","1,101",79.55%,
Colorado,2012,G,DELTA,3055415001,957,179,"1,136",939,82.66%,
Colorado,2012,G,DELTA,3055415002,609,169,778,564,72.49%,
Colorado,2012,G,DELTA,3055415003,532,257,789,488,61.85%,
Colorado,2012,G,DELTA,3055415004,853,315,"1,168",784,67.12%,
Colorado,2012,G,DELTA,3055415005,636,192,828,593,71.62%,
Colorado,2012,G,DELTA,3055415006,817,238,"1,055",785,74.41%,
Colorado,2012,G,DELTA,3055415007,838,193,"1,031",804,77.98%,
Colorado,2012,G,DELTA,3056115008,891,263,"1,154",837,72.53%,
Colorado,2012,G,DELTA,3056115009,"1,009",236,"1,245",864,69.40%,
Colorado,2012,G,DELTA,3056115010,910,250,"1,160",976,84.14%,
Colorado,2012,G,DELTA,3056115011,885,216,"1,101",846,76.84%,
Colorado,2012,G,DELTA,3056115012,629,202,831,610,73.41%,
Colorado,2012,G,DELTA,3056115013,817,160,977,788,80.66%,
Colorado,2012,G,DELTA,3056115014,985,177,"1,162",942,81.07%,
Colorado,2012,G,DELTA,3056115015,"1,097",218,"1,315","1,063",80.84%,
Colorado,2012,G,DELTA,3056115016,887,228,"1,115",850,76.23%,
Colorado,2012,G,DELTA,3056115017,816,210,"1,026",760,74.07%,
Colorado,2012,G,DELTA,3056115018,948,241,"1,189",911,76.62%,
Colorado,2012,G,DELTA,3056115019,689,214,903,639,70.76%,
Colorado,2012,G,DELTA,3056115020,866,183,"1,049",823,78.46%,
Colorado,2012,G,DENVER,1160116112,989,317,"1,306",932,71.36%,
Colorado,2012,G,DENVER,1160116113,921,188,"1,109",880,79.35%,
Colorado,2012,G,DENVER,1160116114,974,313,"1,287",940,73.04%,
Colorado,2012,G,DENVER,1160116120,"1,358",860,"2,218","1,226",55.28%,
Colorado,2012,G,DENVER,1160116122,"1,037",320,"1,357",983,72.44%,
Colorado,2012,G,DENVER,1160116123,"1,119",334,"1,453","1,066",73.37%,
Colorado,2012,G,DENVER,1160116124,954,351,"1,305",908,69.58%,
Colorado,2012,G,DENVER,1160116125,"1,026",512,"1,538",985,64.04%,
Colorado,2012,G,DENVER,1160116126,"1,163",624,"1,787","1,056",59.09%,
Colorado,2012,G,DENVER,1160116127,"1,090",506,"1,596","1,018",63.78%,
Colorado,2012,G,DENVER,1160116128,828,266,"1,094",783,71.57%,
Colorado,2012,G,DENVER,1160116129,781,155,936,748,79.91%,
Colorado,2012,G,DENVER,1160116130,977,401,"1,378",931,67.56%,
Colorado,2012,G,DENVER,1160116131,939,303,"1,242",896,72.14%,
Colorado,2012,G,DENVER,1160116132,"1,131",596,"1,727","1,078",62.42%,
Colorado,2012,G,DENVER,1310216204,"1,306","1,218","2,524","1,183",46.87%,
Colorado,2012,G,DENVER,1310216205,"1,136",998,"2,134","1,050",49.20%,
Colorado,2012,G,DENVER,1310216206,"1,373","1,301","2,674","1,232",46.07%,
Colorado,2012,G,DENVER,1310216207,"1,176",790,"1,966","1,103",56.10%,
Colorado,2012,G,DENVER,1310216208,"1,224","1,004","2,228","1,149",51.57%,
Colorado,2012,G,DENVER,1310216209,"1,042",617,"1,659",990,59.67%,
Colorado,2012,G,DENVER,1310216210,"1,166",695,"1,861","1,097",58.95%,
Colorado,2012,G,DENVER,1310216211,958,683,"1,641",905,55.15%,
Colorado,2012,G,DENVER,1310516530,121,131,252,113,44.84%,
Colorado,2012,G,DENVER,1310616605,774,244,"1,018",749,73.58%,
Colorado,2012,G,DENVER,1310616606,886,312,"1,198",840,70.12%,
Colorado,2012,G,DENVER,1310616607,662,179,841,639,75.98%,
Colorado,2012,G,DENVER,1310616609,277,59,336,263,78.27%,
Colorado,2012,G,DENVER,1310616610,373,98,471,357,75.80%,
Colorado,2012,G,DENVER,1310616611,671,318,989,613,61.98%,
Colorado,2012,G,DENVER,1310616612,958,347,"1,305",911,69.81%,
Colorado,2012,G,DENVER,1310616613,912,417,"1,329",849,63.88%,
Colorado,2012,G,DENVER,1310616614,656,209,865,618,71.45%,
Colorado,2012,G,DENVER,1310616615,831,144,975,809,82.97%,
Colorado,2012,G,DENVER,1310616617,868,329,"1,197",837,69.92%,
Colorado,2012,G,DENVER,1310616618,836,322,"1,158",795,68.65%,
Colorado,2012,G,DENVER,1310616619,841,324,"1,165",811,69.61%,
Colorado,2012,G,DENVER,1310616622,"1,081",210,"1,291","1,032",79.94%,
Colorado,2012,G,DENVER,1310616623,"1,204",233,"1,437","1,161",80.79%,
Colorado,2012,G,DENVER,1310616624,"1,210",280,"1,490","1,161",77.92%,
Colorado,2012,G,DENVER,1310616625,758,174,932,708,75.97%,
Colorado,2012,G,DENVER,1310616626,796,376,"1,172",757,64.59%,
Colorado,2012,G,DENVER,1310616627,"1,117",247,"1,364","1,067",78.23%,
Colorado,2012,G,DENVER,1310616628,"1,227",430,"1,657","1,150",69.40%,
Colorado,2012,G,DENVER,1310616629,731,165,896,704,78.57%,
Colorado,2012,G,DENVER,1310616630,720,167,887,698,78.69%,
Colorado,2012,G,DENVER,1310616631,"1,614",953,"2,567","1,469",57.23%,
Colorado,2012,G,DENVER,1310616641,"1,205",412,"1,617","1,105",68.34%,
Colorado,2012,G,DENVER,1310616642,"1,014",177,"1,191",957,80.35%,
Colorado,2012,G,DENVER,1310616643,"1,280",456,"1,736","1,189",68.49%,
Colorado,2012,G,DENVER,1310616644,"1,448",345,"1,793","1,388",77.41%,
Colorado,2012,G,DENVER,1310616645,499,128,627,463,73.84%,
Colorado,2012,G,DENVER,1310616646,"1,308",894,"2,202","1,166",52.95%,
Colorado,2012,G,DENVER,1310616647,"1,020",347,"1,367",930,68.03%,
Colorado,2012,G,DENVER,1310616648,"1,040",341,"1,381",964,69.80%,
Colorado,2012,G,DENVER,1310616649,"1,550","1,152","2,702","1,343",49.70%,
Colorado,2012,G,DENVER,1310616650,974,405,"1,379",892,64.68%,
Colorado,2012,G,DENVER,1310616651,"1,506","1,354","2,860","1,350",47.20%,
Colorado,2012,G,DENVER,1310816841,"1,092",817,"1,909",997,52.23%,
Colorado,2012,G,DENVER,1310816842,879,459,"1,338",818,61.14%,
Colorado,2012,G,DENVER,1310816843,972,651,"1,623",911,56.13%,
Colorado,2012,G,DENVER,1310816844,"1,177",825,"2,002","1,089",54.40%,
Colorado,2012,G,DENVER,1310816845,"1,000",613,"1,613",941,58.34%,
Colorado,2012,G,DENVER,1310816846,921,574,"1,495",869,58.13%,
Colorado,2012,G,DENVER,1310816848,"1,093",638,"1,731","1,042",60.20%,
Colorado,2012,G,DENVER,1310816849,"1,195",653,"1,848","1,111",60.12%,
Colorado,2012,G,DENVER,1310816850,856,316,"1,172",833,71.08%,
Colorado,2012,G,DENVER,1310816851,"1,145",600,"1,745","1,083",62.06%,
Colorado,2012,G,DENVER,1310816852,879,327,"1,206",829,68.74%,
Colorado,2012,G,DENVER,1310816853,866,180,"1,046",827,79.06%,
Colorado,2012,G,DENVER,1310816854,949,397,"1,346",916,68.05%,
Colorado,2012,G,DENVER,1310816855,"1,321",955,"2,276","1,206",52.99%,
Colorado,2012,G,DENVER,1310916901,"1,172","1,034","2,206","1,039",47.10%,
Colorado,2012,G,DENVER,1310916903,"1,166",328,"1,494","1,116",74.70%,
Colorado,2012,G,DENVER,1310916904,"1,040",247,"1,287",971,75.45%,
Colorado,2012,G,DENVER,1310916905,269,61,330,262,79.39%,
Colorado,2012,G,DENVER,1310916906,970,287,"1,257",925,73.59%,
Colorado,2012,G,DENVER,1310916908,"1,140",365,"1,505","1,048",69.63%,
Colorado,2012,G,DENVER,1310916909,"1,183",287,"1,470","1,111",75.58%,
Colorado,2012,G,DENVER,1310916910,"1,349",597,"1,946","1,285",66.03%,
Colorado,2012,G,DENVER,1310916911,"1,482",964,"2,446","1,334",54.54%,
Colorado,2012,G,DENVER,1310916912,"1,166",435,"1,601","1,068",66.71%,
Colorado,2012,G,DENVER,1310916916,"1,347",306,"1,653","1,260",76.23%,
Colorado,2012,G,DENVER,1310916917,"1,300",325,"1,625","1,246",76.68%,
Colorado,2012,G,DENVER,1310916918,"1,231",262,"1,493","1,172",78.50%,
Colorado,2012,G,DENVER,1310916919,"1,225",266,"1,491","1,166",78.20%,
Colorado,2012,G,DENVER,1310916920,"1,134",314,"1,448","1,083",74.79%,
Colorado,2012,G,DENVER,1310916921,"1,524","1,210","2,734","1,370",50.11%,
Colorado,2012,G,DENVER,1310916922,"1,520",966,"2,486","1,381",55.55%,
Colorado,2012,G,DENVER,1310916923,"1,386",793,"2,179","1,256",57.64%,
Colorado,2012,G,DENVER,1310916924,"1,064","1,240","2,304",859,37.28%,
